1973392,2 Bedroom London Victoria- Sleeps 6,10032879,Sanjay,Westminster,51.48930577,-0.14302606,Entire home-apt,240,2,2,02-09-15,0.13,8,331
7367500,Exceptional Notting Hill Apartment,9774262,Fred,Kensington and Chelsea,51.51261069,-0.205654999,Entire home-apt,200,4,2,02-09-15,2,1,145
3210331,Beautiful Decorated 3 Bedroom House,11639432,Amelia,Hammersmith and Fulham,51.47876625,-0.20990953,Entire home-apt,200,2,29,02-09-15,2.18,1,288
7455214,Newly-Renovated DESIGNER 3 Beds,39035728,NA,Kensington and Chelsea,51.49671943,-0.193134764,Entire home-apt,199,1,1,02-09-15,1,7,359
6299047,Exquisite 2 Bed Flat in Battersea,14875410,William,Wandsworth,51.48068775,-0.166106163,Entire home-apt,180,3,2,02-09-15,0.87,3,334
7009693,Your Central London aptmt sleeps 4,16774103,Mark,Islington,51.526535,-0.097972584,Entire home-apt,175,2,12,02-09-15,5.63,15,343
5840624,Gdn Flat in Holland Park   Sleeps 6,6464650,Chantal,Kensington and Chelsea,51.50637584,-0.215432448,Entire home-apt,175,2,22,02-09-15,4.46,1,74
3733837,2Bed top floor flat  - very central,14198413,Alec,Westminster,51.48917079,-0.138825726,Entire home-apt,175,2,22,02-09-15,1.73,2,163
6969699,"2 bedroom flat in Earls Court, GK",1432477,FG Properties,Kensington and Chelsea,51.49147375,-0.198502078,Entire home-apt,159,1,2,02-09-15,2,61,5
2150508,Two bed two bath loft apartment,1408248,Brooke,Islington,51.52341693,-0.090759847,Entire home-apt,149,2,6,02-09-15,0.45,3,260
7067657,Central London 2 bedroom Apartment,9722879,Carlos and Francesco,Camden,51.52247181,-0.108637753,Entire home-apt,149,7,3,02-09-15,2.09,9,333
7427839,Cozy and central,3734287,Jean,Westminster,51.52196202,-0.159755529,Entire home-apt,149,1,1,02-09-15,1,1,317
5999965,Huge five bedroom central flat,5861471,Patrick,Tower Hamlets,51.5184624,-0.049806988,Entire home-apt,145,3,16,02-09-15,3.66,2,298
963396,Luxury garden apt Clapham Common,5409925,Jason,Wandsworth,51.46148301,-0.150300218,Entire home-apt,140,3,6,02-09-15,0.21,1,233
6089939,Notting Hill:Luxurious flat and garden,3254047,E-L,Kensington and Chelsea,51.52048811,-0.206852728,Entire home-apt,139,2,3,02-09-15,0.67,2,321
743817,Piccadilly Circus in Central London,2071259,Jonathan,Westminster,51.5099214,-0.13093752,Entire home-apt,135,1,145,02-09-15,4.54,3,296
5257573,Beautiful House on the River,27213123,James,Wandsworth,51.46597201,-0.181425375,Entire home-apt,340,1,1,02-09-2015,1,1,239
7704078,Kensington 2 Bedroom Hyde Park Lux,40469612,Jamie,Kensington and Chelsea,51.50399561,-0.195045676,Entire home-apt,268,1,7,02-09-2015,7,1,336
6074850,Large luxury flat in Bedford Square,23962128,Alastair,Camden,51.51705641,-0.131226993,Entire home-apt,260,1,7,02-09-2015,2.39,2,352
1973392,2 Bedroom London Victoria- Sleeps 6,10032879,Sanjay,Westminster,51.48930577,-0.14302606,Entire home-apt,240,2,2,02-09-2015,0.13,8,331
7367500,Exceptional Notting Hill Apartment,9774262,Fred,Kensington and Chelsea,51.51261069,-0.205654999,Entire home-apt,200,4,2,02-09-2015,2,1,145
3210331,Beautiful Decorated 3 Bedroom House,11639432,Amelia,Hammersmith and Fulham,51.47876625,-0.20990953,Entire home-apt,200,2,29,02-09-2015,2.18,1,288
7455214,Newly-Renovated DESIGNER 3 Beds,39035728,NA,Kensington and Chelsea,51.49671943,-0.193134764,Entire home-apt,199,1,1,02-09-2015,1,7,359
6299047,Exquisite 2 Bed Flat in Battersea,14875410,William,Wandsworth,51.48068775,-0.166106163,Entire home-apt,180,3,2,02-09-2015,0.87,3,334
7009693,Your Central London aptmt sleeps 4,16774103,Mark,Islington,51.526535,-0.097972584,Entire home-apt,175,2,12,02-09-2015,5.63,15,343
5840624,Gdn Flat in Holland Park   Sleeps 6,6464650,Chantal,Kensington and Chelsea,51.50637584,-0.215432448,Entire home-apt,175,2,22,02-09-2015,4.46,1,74
3733837,2Bed top floor flat  - very central,14198413,Alec,Westminster,51.48917079,-0.138825726,Entire home-apt,175,2,22,02-09-2015,1.73,2,163
6969699,"2 bedroom flat in Earls Court, GK",1432477,FG Properties,Kensington and Chelsea,51.49147375,-0.198502078,Entire home-apt,159,1,2,02-09-2015,2,61,5
2150508,Two bed two bath loft apartment,1408248,Brooke,Islington,51.52341693,-0.090759847,Entire home-apt,149,2,6,02-09-2015,0.45,3,260
7067657,Central London 2 bedroom Apartment,9722879,Carlos and Francesco,Camden,51.52247181,-0.108637753,Entire home-apt,149,7,3,02-09-2015,2.09,9,333
7427839,Cozy and central,3734287,Jean,Westminster,51.52196202,-0.159755529,Entire home-apt,149,1,1,02-09-2015,1,1,317
5999965,Huge five bedroom central flat,5861471,Patrick,Tower Hamlets,51.5184624,-0.049806988,Entire home-apt,145,3,16,02-09-2015,3.66,2,298
963396,Luxury garden apt Clapham Common,5409925,Jason,Wandsworth,51.46148301,-0.150300218,Entire home-apt,140,3,6,02-09-2015,0.21,1,233
6089939,Notting Hill:Luxurious flat and garden,3254047,E-L,Kensington and Chelsea,51.52048811,-0.206852728,Entire home-apt,139,2,3,02-09-2015,0.67,2,321
743817,Piccadilly Circus in Central London,2071259,Jonathan,Westminster,51.5099214,-0.13093752,Entire home-apt,135,1,145,02-09-2015,4.54,3,296
6665603,Stunning Executive Oxford Street,21029247,Jessica,Westminster,51.51822364,-0.135360485,Entire home-apt,130,1,5,02-09-2015,1.92,4,157
7689277,"Beautiful, Bright, Modern Apt. 6ppl",5919722,Sergio,Kensington and Chelsea,51.51554376,-0.208204807,Entire home-apt,129,1,4,02-09-2015,4,6,278
1408825,Victorian Studio @ Kensington 4ppl,7597867,GeonCa,Kensington and Chelsea,51.49526027,-0.183211907,Entire home-apt,129,1,47,02-09-2015,1.83,9,341
5168904,Slick Duplex 2 Bed nr Notting Hill,3327423,Tom  and  Jo,Westminster,51.52408549,-0.193770482,Entire home-apt,125,3,25,02-09-2015,3.95,10,268
1383888,SUPER TRENDY FLAT ON BRICK LANE,7282883,Rachel,Tower Hamlets,51.52648203,-0.069377356,Entire home-apt,120,2,40,02-09-2015,1.56,2,155
6383592,Paddington Great 1 Bed Apartment,33275289,Fabiana,Westminster,51.51605312,-0.172959456,Entire home-apt,120,1,24,02-09-2015,7.42,3,48
7997030,Great 1bed flat inNotting hill gate,40724931,Matin,Kensington and Chelsea,51.50586683,-0.197553218,Entire home-apt,120,1,2,02-09-2015,2,1,336
4630459,Large Modern Studio Near Museums U1,23977491,Nabil,Kensington and Chelsea,51.4951233,-0.186000692,Entire home-apt,120,1,44,02-09-2015,4.75,39,317
6075488,The best spot Stunning sunny flat,10297085,Caroline,Islington,51.54918074,-0.102338185,Entire home-apt,119,1,6,02-09-2015,1.49,1,164
5654686,Luxury Modern Apartment,28810568,Mohammed,Tower Hamlets,51.51346532,-0.03687516,Entire home-apt,119,3,7,02-09-2015,1.62,2,13
3821671,"Two bedroom floor, Central, Zone 2",10673867,Anna,Lambeth,51.46692409,-0.148492671,Entire home-apt,117,2,11,02-09-2015,1.05,4,314
1376018,Beautiful East London loft,7455658,Alessandro,Hackney,51.53966445,-0.058807568,Entire home-apt,115,3,21,02-09-2015,0.89,1,318
5286634,New luxury Apt- Great View (Zone2),23814325,Paul,Hackney,51.57145727,-0.089012144,Entire home-apt,110,2,22,02-09-2015,3.46,1,324
520693,Cosy  and  Central Flat in Angel,2561391,Gaz,Islington,51.53636596,-0.108053586,Entire home-apt,110,3,20,02-09-2015,0.79,1,299
7682404,"modern 1 bed flat, zone 1, London",40347477,Sabina,Westminster,51.523173,-0.175362184,Entire home-apt,110,2,2,02-09-2015,2,1,344
2149351,Shoreditch Luxury  and  Gym,1191468,Liz,Tower Hamlets,51.52314931,-0.072154713,Entire home-apt,110,5,11,02-09-2015,2.34,1,114
5161634,DeLuxe 5  Penthouse Superb Location,949926,Toby  and  Anetta,Hammersmith and Fulham,51.49470412,-0.228771636,Entire home-apt,110,1,24,02-09-2015,4.07,6,298
3171013,Penthouse Apartment with City views,9194335,Tom,Tower Hamlets,51.53026769,-0.020233737,Entire home-apt,109,2,25,02-09-2015,2.74,1,139
1059114,1 bed apartment near Sloane Square,3865811,Joseph,Westminster,51.48679681,-0.150617129,Entire home-apt,109,1,27,02-09-2015,2.2,1,71
8059015,"Beautiful Modern 2 bedroom, 2 bath",42566219,Sobaan,Westminster,51.52203564,-0.167993334,Entire home-apt,105,3,1,02-09-2015,1,1,336
174635,1 bedroom in Vibrant Notting Hill,675616,Eric,Kensington and Chelsea,51.51762287,-0.213591086,Entire home-apt,105,2,41,02-09-2015,0.86,1,266
5707966,Canal side 2 bdr flat in East side,3156327,Giulia,Hackney,51.53523,-0.078839178,Entire home-apt,100,2,7,02-09-2015,1.4,1,13
6112883,one bed flat next to Kings Cross St,21589205,James,Camden,51.53061519,-0.121968356,Entire home-apt,100,1,7,02-09-2015,3.56,1,141
389627,Studio in Fitzrovia - Oxford Circus,1949299,Rawan,Westminster,51.51837819,-0.142377667,Entire home-apt,100,2,35,02-09-2015,3.21,1,162
6660589,Large 1Bdr flat In Notting Hill,34862168,V¢nia,Kensington and Chelsea,51.50685235,-0.215085726,Entire home-apt,100,1,3,02-09-2015,1.05,1,256
3070575,Portobello Notting Hil Bohemian Fun,15627674,Vane,Kensington and Chelsea,51.51718553,-0.201711492,Entire home-apt,99,1,12,02-09-2015,0.8,1,355
4858536,"Luxury Studio, Marylebone",24661287,Izzie,Westminster,51.51447113,-0.159975634,Entire home-apt,99,1,34,02-09-2015,5.45,3,300
7829557,2 bedroom Flat in Earls Court SW5,41230635,Mick,Kensington and Chelsea,51.49118891,-0.18948017,Entire home-apt,99,1,2,02-09-2015,2,1,245
7881684,Large two bedroom apartment,27513623,Ed,Wandsworth,51.4536649,-0.211203339,Entire home-apt,99,3,1,02-09-2015,1,1,21
1188011,Central  and  Modern walk to Thames,6496230,Min,Tower Hamlets,51.51184131,-0.056409011,Entire home-apt,98,3,6,02-09-2015,0.25,2,176
1278032,Double in Bermondsey London Bridge,6651696,Laura,Southwark,51.49972184,-0.08531717,Private room,95,1,97,02-09-2015,3.96,2,283
7037022,Pretty Garden Apartment in Camden,2808546,Anthony,Camden,51.54269793,-0.139471493,Entire home-apt,95,2,12,02-09-2015,7.66,5,322
7100492,Cosy Battersea Garden Flat.,27083449,Susan,Wandsworth,51.47250585,-0.168448581,Entire home-apt,95,2,1,02-09-2015,1,1,34
6697765,Fabulous Studio In Paddington P6,23977491,Nabil,Westminster,51.5155571,-0.179833569,Entire home-apt,93,1,11,02-09-2015,4.58,39,338
7048867,Flat in the heart of Portobello,1568924,Claire,Kensington and Chelsea,51.52153387,-0.210529754,Entire home-apt,90,2,5,02-09-2015,3.19,1,251
6118409,Beautiful Riverside Studio,31743913,Alice,Wandsworth,51.46616944,-0.213729322,Entire home-apt,90,1,12,02-09-2015,3.05,1,337
7949176,Garden Flat in Old Street,8690046,Alberto And Yeo,Islington,51.52486533,-0.093786693,Entire home-apt,89,1,2,02-09-2015,2,4,188
4557394,Portobello Penthouse,23568009,Sharea,Westminster,51.51948742,-0.201829021,Entire home-apt,89,1,8,02-09-2015,5.33,1,28
731839,BLOOMSBURY LONDON BIG STUDIO 20-4,1824642,Maggie,Camden,51.51773495,-0.124176014,Entire home-apt,89,1,82,02-09-2015,2.36,12,312
620752,Immaculate SW London apartment,2670127,Janine,Wandsworth,51.46219605,-0.243684095,Entire home-apt,89,3,51,02-09-2015,1.5,2,318
6359331,Terrace Duplex Penthouse Canary Whf,4301523,Mona,Tower Hamlets,51.49534521,-0.023190592,Private room,85,1,2,02-09-2015,0.98,1,362
4638825,Excellent Studio Close 2 Museums U7,23977491,Nabil,Kensington and Chelsea,51.49379767,-0.187040357,Entire home-apt,85,1,59,02-09-2015,6.32,39,265
852653,Entire 2bed flat Brick Ln-Whitechpl,4433191,Jon,Tower Hamlets,51.51950041,-0.059780016,Entire home-apt,82,3,28,02-09-2015,0.99,1,3
5289878,Flat in Kensington London W8,27394016,Susana,Kensington and Chelsea,51.49809506,-0.193652646,Entire home-apt,82,1,20,02-09-2015,3.49,1,290
854116,Modern Triple Studio Zone 2,216660,Boris,Hammersmith and Fulham,51.49341565,-0.228862215,Entire home-apt,82,1,5,02-09-2015,0.42,10,258
833896,Modern 1 Bedroom in central London,3157343,Alon,Lambeth,51.47930021,-0.12828963,Entire home-apt,81,1,57,02-09-2015,1.84,1,138
5716659,Cosy room in Central Covent Garden.,29059620,Lakshmi,Westminster,51.51286417,-0.12099153,Private room,80,2,23,02-09-2015,4.54,1,297
2295335,Urban Cool,11724384,Helena,Southwark,51.5004516,-0.103812188,Private room,80,4,49,02-09-2015,3.75,2,338
6980595,Studio Flat East End-Hackney Rd,5455606,Ingo,Tower Hamlets,51.53230678,-0.060030056,Entire home-apt,80,2,10,02-09-2015,4.69,1,346
1363841,Lovely Apartment Notting Hill W10,7203203,NA,Kensington and Chelsea,51.52371585,-0.221582236,Entire home-apt,80,3,10,02-09-2015,0.6,1,2
5965437,Lovely Studio In Paddington P20,23977491,Nabil,Westminster,51.51306235,-0.18102701,Entire home-apt,80,1,28,02-09-2015,6.09,39,332
6553560,Cozy studio for 2 and 1-2,1493573,Anna,Hammersmith and Fulham,51.4945514,-0.226995474,Entire home-apt,80,2,1,02-09-2015,1,4,326
2836252,Quirky Brixton Garden Flat,5023578,Charlotte,Lambeth,51.45214208,-0.116104371,Entire home-apt,80,3,4,02-09-2015,0.34,1,316
4802010,Cool Clerkenwell studio - with cat,2242314,David,Islington,51.53125979,-0.109987419,Entire home-apt,79,3,11,02-09-2015,1.39,1,131
3792171,City of London Loft apartment,19468983,Gael,Islington,51.52431447,-0.097161973,Entire home-apt,79,3,3,02-09-2015,1.76,1,329
4511324,"Luxury room, breakfast Canary Wharf",23391669,Arun,Tower Hamlets,51.49644872,-0.015851301,Private room,75,1,21,02-09-2015,5.04,1,335
5996097,New Experience Central Location,31092775,Katherine,Westminster,51.48943029,-0.137372634,Private room,75,1,5,02-09-2015,5,4,128
7599210,Narrowboat on river at Kew Gardens,4621920,Phoebe,Richmond upon Thames,51.48621788,-0.287241145,Entire home-apt,75,1,8,02-09-2015,7.06,1,9
6386540,CENTRAL LONDON STUDIO WITH EN SUITE,29051660,Shaan,Lambeth,51.478927,-0.123156769,Entire home-apt,75,1,26,02-09-2015,7.8,2,182
7868967,"UNBELIEVABLE NEW STUDIO,YOU'll LOVE",24011298,Vivi,Hammersmith and Fulham,51.47482322,-0.209295875,Entire home-apt,75,1,1,02-09-2015,1,1,338
2541800,Double Bedroom Flat in Zone 2 (SW4),13015915,Sunil,Lambeth,51.47121432,-0.128803061,Entire home-apt,75,3,30,02-09-2015,2.74,1,0
5567768,1-Bed Patio Garden Flat in Clapham,11924562,Lizzie,Wandsworth,51.4616568,-0.16549787,Entire home-apt,75,7,5,02-09-2015,1.83,1,316
7746025,Big bright beautiful Brixton flat,31681780,Ella,Lambeth,51.46141693,-0.123467952,Entire home-apt,75,2,3,02-09-2015,3,1,3
6600595,"Fresh, Peaceful 1 Bed Apt.",34530221,Peter,Tower Hamlets,51.5324972,-0.034399318,Entire home-apt,70,1,11,02-09-2015,4.02,1,319
3430563,Stylish studio in Shepherd's Bush,17279027,John,Hammersmith and Fulham,51.50163732,-0.227674004,Entire home-apt,70,4,8,02-09-2015,0.64,2,232
3591936,Charming and Cosy Apartment,12808381,Karl,Hackney,51.5565993,-0.086866261,Entire home-apt,69,3,18,02-09-2015,1.39,1,243
6710754,Apartment in an iconic skyscraper,15319933,Chetan,Tower Hamlets,51.50860362,-0.02189473,Private room,65,1,5,02-09-2015,1.76,1,21
4439467,Beautiful flat in Marylebone,3658699,Mondi,Westminster,51.52001792,-0.153956784,Entire home-apt,65,2,24,02-09-2015,2.33,1,13
4698124,Great Room 10min to central London,24286481,Lior,Southwark,51.48774033,-0.101959151,Private room,63,3,48,02-09-2015,5.48,1,7
7718687,Gorgeous single bedroom,12717793,Grace,Kensington and Chelsea,51.49831356,-0.182999898,Private room,60,1,1,02-09-2015,1,3,358
4917089,Victorian Delight,53348,Arzu,Camden,51.54378415,-0.134914282,Entire home-apt,60,1,12,02-09-2015,2.29,2,338
5268360,Stunning Studio,7329434,Mia,Hounslow,51.47351866,-0.352824646,Entire home-apt,60,1,5,02-09-2015,2.27,1,240
2500187,Charming bedroom with Ensuite,12796381,Lois,Lambeth,51.43653528,-0.099217989,Private room,56,1,63,02-09-2015,3.51,1,347
1313611,Beautiful room  3 in central London,7106582,Uros,Tower Hamlets,51.51571869,-0.075265066,Private room,55,1,93,02-09-2015,5.58,11,0
5892658,London's best kept secret.,207304,Mike,Southwark,51.49302568,-0.090485666,Private room,55,2,28,02-09-2015,5.96,1,191
7705130,Double bedroom by Oval SW9,40475797,Virginia,Lambeth,51.48023172,-0.112038158,Private room,55,2,1,02-09-2015,1,1,33
4928798,Greenwich London near O2 Arena,25390241,Steven,Greenwich,51.48545417,0.021304426,Entire home-apt,53,1,32,02-09-2015,4.55,1,337
3689376,"Double Room, Shoreditch top floor",18777980,Max,Hackney,51.52540052,-0.084475671,Private room,52,1,72,02-09-2015,5.4,2,304
4931057,2 bedroom apartment in Richmond,23574896,Ben,Richmond upon Thames,51.46324372,-0.291938858,Private room,52,1,4,02-09-2015,1.26,1,360
7378251,DOUBLE BEDROOM 5 MINS FROM STATION,38652135,Robbie,Islington,51.54867026,-0.108686701,Private room,50,1,3,02-09-2015,2.25,1,338
7668388,Double Room in the Central London,39548359,Sarune and Vincent,Westminster,51.52760714,-0.195234935,Private room,50,1,1,02-09-2015,1,1,363
5119925,Charming room up to 4 Mile End STC1,12752711,Emran,Tower Hamlets,51.52515269,-0.027841063,Private room,50,3,16,02-09-2015,2.54,82,306
6752812,Double Room near Portbello Road Mkt,35357606,Leo,Westminster,51.5182374,-0.197987159,Private room,50,1,1,02-09-2015,1,1,365
2159515,Beautiful loft apartment in Fulham,11019018,Manlio,Hammersmith and Fulham,51.48083466,-0.218075763,Private room,50,1,72,02-09-2015,4.15,1,313
4437005,"Cosy double room in Brixton, London",18466946,Laura,Lambeth,51.45423682,-0.119076397,Private room,50,2,33,02-09-2015,3.49,1,75
5134118,Beautiful Balham Terrific Transport,26305338,Susie,Lambeth,51.44391403,-0.144344498,Private room,50,1,3,02-09-2015,3,3,326
7240935,Room w- park view - Piccadilly Line,3237271,Richard,Hackney,51.56859889,-0.098375315,Private room,49,1,2,02-09-2015,1.5,1,354
7538571,Camden Town by the canal,3234612,Rebecca,Camden,51.54170655,-0.13624747,Private room,49,1,10,02-09-2015,8.11,1,235
7756376,Single Room in Hyde Park Mansion,40612602,Moritz,Westminster,51.51817015,-0.16861568,Private room,49,3,1,02-09-2015,1,1,5
392139,Fantastic Double  En-Suite in W12,1961031,Diana,Hammersmith and Fulham,51.50872358,-0.228375533,Private room,48,1,34,02-09-2015,2.05,2,343
6973487,"Double room, stylish Victorian flat",30580454,Charlie,Hackney,51.56716544,-0.070538329,Private room,45,2,2,02-09-2015,2,1,116
1313531,Cozy Room in central london  12,7106582,Uros,Tower Hamlets,51.51605298,-0.07385623,Private room,45,1,114,02-09-2015,4.84,11,301
6914151,Nice Double Room near Canada Water,27921503,Alex,Southwark,51.49493893,-0.041580951,Private room,45,1,3,02-09-2015,1.3,5,318
6787554,Bedroom city center London,15371381,Emilie,Lambeth,51.47925598,-0.127289473,Private room,45,1,8,02-09-2015,3.43,1,341
3456045,Double room and Garden - Clapham,17190499,Mike And Vanessa,Lambeth,51.45102325,-0.139139019,Private room,45,3,23,02-09-2015,1.64,2,14
5908796,King Size Bed in Hammersmith.,30688252,John,Hammersmith and Fulham,51.49323554,-0.234380401,Private room,42,1,22,02-09-2015,4.55,2,265
5586906,"Heart of Islington, Walk to Arsenal",27941499,Ellie,Islington,51.55916593,-0.115491396,Private room,40,1,7,02-09-2015,1.25,1,254
6722056,En-Suite Private Double Bedroom,35199327,Charlie,Southwark,51.49728462,-0.034562993,Private room,40,2,8,02-09-2015,3.69,1,0
6765199,DB Bedroom with free parking,26059110,Suborna And Fleur,Wandsworth,51.45521571,-0.218954546,Private room,40,2,11,02-09-2015,4.29,1,310
5327536,room with 2-3 double bed,27402629,Mel,Hammersmith and Fulham,51.50198938,-0.235578459,Private room,39,2,7,02-09-2015,1.07,1,313
3417823,Central London - Pimlico  and  Victoria,6419210,Bogdan,Westminster,51.4862404,-0.14046675,Private room,39,1,11,02-09-2015,0.81,1,160
5372111,Comfortable Double Bedroom in NW,10984653,Cristina,Camden,51.53568861,-0.190652029,Private room,37,1,12,02-09-2015,1.94,1,188
4383758,Notting Hill - Portobello Road,22758387,Roy,Kensington and Chelsea,51.51712423,-0.209802228,Private room,37,1,5,02-09-2015,5,1,194
6428733,Large double room in Balham,30088082,Fawn  and  Sam,Lambeth,51.4487415,-0.137872219,Private room,36,2,8,02-09-2015,3.64,1,326
6626864,Double Room - Hoxton-Shoreditch PK1,9224272,Aneela,Tower Hamlets,51.52903125,-0.071840843,Private room,35,3,11,02-09-2015,3.75,14,292
4864921,Lovely Double Room in Whitechapel,25024027,Tara,Tower Hamlets,51.51763644,-0.055419034,Private room,35,2,10,02-09-2015,1.24,1,230
7569493,GREAT ROOM IN ALDGATE  EAST - HAD-1,12752711,Emran,Tower Hamlets,51.51308789,-0.066156043,Private room,35,2,2,02-09-2015,2,82,336
